districtid,weekid,neighborhoodzscore,statezscore
421,15,-0.5,-0.43
421,16,-0.5,-0.35
421,17,-0.66,-0.34
421,18,-0.51,-0.3
421,19,-0.52,-0.31
421,20,-0.55,-0.55
421,21,-0.5,-0.73
421,22,-0.61,-0.77
421,23,-0.83,-0.71
421,24,-0.55,-0.63
421,25,-0.56,-0.58
422,1,-0.71,0
422,2,-0.71,0
422,3,-0.71,0
422,4,-0.71,0
422,5,-0.71,0
422,6,-0.71,0
422,7,0.64,1.14
422,8,0.53,1.64
422,9,-0.64,0.25
422,10,-0.56,1.33
422,11,-0.61,0.55
422,12,-0.75,0.74
422,13,-0.59,1.46
422,14,-0.57,1.6
422,15,-0.73,0.02
422,16,-0.71,0.19
422,17,-0.75,-0.33
422,18,-0.86,-0.68
422,19,-1.73,-0.87
422,20,-2.28,-1.39
422,21,-1.24,-1.45
422,22,-1.53,-1.81
422,23,-1.91,-2.48
422,24,-1.24,-2.67
422,25,-1.29,-2.72
423,1,0,0
423,2,0,0
423,3,0,0
423,4,0,0
423,5,0,0
423,6,0,0
423,7,-0.49,-0.21
423,8,-0.19,-0.28
423,9,-0.4,-0.21
423,10,-0.73,-0.22
423,11,-0.53,-0.22
423,12,-0.57,-0.2
423,13,-0.86,-0.22
423,14,-0.77,-0.23
423,15,-0.67,-0.27
423,16,-0.48,-0.3
423,17,-0.48,-0.43
423,18,-0.46,-0.52
423,19,-0.48,-0.53
423,20,-0.53,-0.62
423,21,-0.52,-0.57
423,22,-0.55,-0.65
423,23,-0.54,-0.63
423,24,-0.51,-0.58
423,25,-0.5,-0.52
424,1,0,0
424,2,0,0
424,3,0,0
424,4,0,0
424,5,0,0
424,6,0,0
424,7,-0.31,-0.18
424,8,-0.01,0.17
424,9,6.63,7.57
424,10,1.51,2.28
424,11,4.0,1.55
424,12,0.5,0.84
424,13,3.93,3.63
424,14,0.18,0.26
424,15,1.24,0.46
424,16,1.04,0.49
424,17,1.83,0.32
424,18,0.4,0.01
424,19,1.49,0.41
424,20,-0.76,-0.45
424,21,-0.22,-0.45
424,22,0.06,-0.43
424,23,-0.03,-0.38
424,24,-0.18,-0.48
424,25,-0.5,-0.51
425,1,0,0
425,2,0,0
425,3,0,0
425,4,0,0
425,5,0,0
425,6,0,0
425,7,0,0
425,8,-1.03,-0.94
425,9,-0.5,-0.69
425,10,-0.59,-0.55
425,11,-0.68,-0.83
425,12,-0.51,-0.67
425,13,-0.67,-0.97
425,14,-0.66,-0.97
425,15,-0.64,-0.81
425,16,-1.35,-1.31
425,17,-0.5,-0.53
425,18,0.11,-0.35
425,19,-1.11,-0.77
425,20,-0.8,-0.82
425,21,1.15,0.18
425,22,3.14,1.62
425,23,0.0,-0.44
425,24,-0.48,-0.8
425,25,-0.66,-1.2
426,1,0,0
426,2,0,0
426,3,0,0
426,4,0,0
426,5,0,0
426,6,0,0
426,7,-0.64,0.07
426,8,0.67,0.84
426,9,3.55,0.54
426,10,8.54,1.71
426,11,1.38,2.23
426,12,-0.06,0.4
426,13,-0.82,-0.23
426,14,0.04,0.01
426,15,-0.43,0.42
426,16,-0.46,0.05
426,17,0.04,0.59
426,18,-1.07,-0.32
426,19,-0.35,-0.09
426,20,-85.0,-0.4
426,21,-2.54,-0.2
426,22,-1.45,0.48
426,23,-0.35,0.38
426,24,0.31,0.17
426,25,2.81,-0.12
427,1,-0.45,0
427,2,-0.45,0
427,3,-0.45,0
427,4,-0.45,0
427,5,-0.45,0
427,6,-0.45,0
427,7,5.56,4.49
427,8,2.55,3.7
427,9,-0.06,1.48
427,10,-0.35,1.44
427,11,-0.31,0.73
427,12,-0.47,0.3
427,13,-0.25,2.2
427,14,-0.25,1.66
427,15,-0.36,1.17
427,16,-0.38,1.39
427,17,-0.37,0.34
427,18,0.04,1.87
427,19,0.4,0.87
427,20,0.94,1.51
427,21,0.7,1.68
427,22,0.44,1.06
427,23,0.16,0.34
427,24,-0.23,-0.13
427,25,-0.34,-0.57
428,1,0,0
428,2,0,0
428,3,0,0
428,4,0,0
428,5,0,0
428,6,0,0
428,7,-0.55,-0.42
428,8,-1.06,-0.67
428,9,-0.82,-0.53
428,10,2.68,0.11
428,11,0.02,-0.28
428,12,0.1,-0.33
428,13,-0.82,-0.38
428,14,-0.7,-0.41
428,15,-1.25,-0.48
428,16,-0.87,-0.48
428,17,-0.62,-0.56
428,18,-0.86,-0.66
428,19,-0.85,-0.55
428,20,-0.78,-0.34
428,21,-0.42,-0.2
428,22,-0.69,-0.23
428,23,-0.65,0.25
428,24,-0.62,0.14
428,25,-0.74,0.05
429,1,0,0
429,2,0,0
429,3,0,0
429,4,0,0
429,5,0,0
429,6,0,0
429,7,0,0
429,8,0,0
429,9,0,0
429,10,0,0
429,11,-0.58,-0.27
429,12,-0.58,-0.29
429,13,0,-0.32
429,14,-0.58,-0.44
429,15,-0.58,-0.43
429,16,-0.58,-0.35
429,17,-0.59,-0.34
429,18,-0.6,-0.3
429,19,-0.58,-0.31
429,20,-0.72,-0.55
429,21,-0.99,-0.73
429,22,-1.04,-0.77
429,23,-1.24,-0.71
429,24,-0.79,-0.68
429,25,-0.63,-0.51
430,1,0,0
430,2,0,0
430,3,0,0
430,4,0,0
430,5,0,0
430,6,0,0
430,7,-1.84,-0.39
430,8,0.62,-0.3
430,9,-3.69,-0.78
430,10,-1.45,-0.86
430,11,-1.9,-1.03
430,12,0.61,0.33
430,13,-2.52,-0.77
430,14,-0.87,-0.35
430,15,-0.57,-0.28
430,16,-0.7,-0.22
430,17,-1.12,-0.31
430,18,-0.75,-0.05
430,19,-0.97,-0.36
430,20,-1.42,-0.27
430,21,-0.27,0.21
430,22,-0.36,0.33
430,23,-0.4,0.16
430,24,-0.43,0.08
430,25,-0.12,0.16
431,1,0,0
431,2,0,0
431,3,0,0
431,4,0,0
431,5,0,0
431,6,0,0
431,7,0.12,-0.23
431,8,-0.58,-0.25
431,9,-0.46,-0.2
431,10,0.58,-0.1
431,11,-0.79,-0.24
431,12,-0.47,-0.25
431,13,0.07,-0.22
431,14,-0.99,-0.26
431,15,0.14,-0.24
431,16,-0.77,-0.29
431,17,-0.77,-0.32
431,18,-1.07,-0.35
431,19,-0.58,-0.23
431,20,-1.17,-0.36
431,21,0.69,-0.2
431,22,1.35,-0.15
431,23,1.16,-0.12
431,24,2.23,-0.19
431,25,0.34,-0.34
432,1,0,0
432,2,0,0
432,3,0,0
432,4,0,0
432,5,0,0
432,6,0,0
432,7,-0.41,0
432,8,-0.59,-0.94
432,9,-0.56,-0.69
432,10,-0.64,-0.62
432,11,-0.84,-0.83
432,12,-1.31,-1.19
432,13,-0.6,-0.97
432,14,-0.62,-1.05
432,15,-0.93,-0.81
432,16,-0.86,-0.86
432,17,-0.81,-0.72
432,18,-1.18,-0.75
432,19,-1.15,-0.84
432,20,-1.22,-1.15
432,21,-1.29,-1.63
432,22,-1.6,-1.92
432,23,-1.31,-1.14
432,24,-1.04,-1.07
432,25,-1.23,-1.53
433,1,0,0
433,2,0,0
433,3,0,0
433,4,0,0
433,5,0,0
433,6,0,0
433,7,-0.62,-0.39
433,8,-0.74,-0.41
433,9,2.13,0.41
433,10,0.38,0.12
433,11,1.66,-0.13
433,12,-0.67,-0.75
433,13,-0.91,-0.64
433,14,-0.77,-0.63
433,15,0.0,-0.39
433,16,-0.93,-0.58
433,17,-0.53,-0.48
433,18,-0.61,-0.54
433,19,-0.81,-0.37
433,20,-2.1,-0.47
433,21,-0.69,-0.19
433,22,-0.74,-0.19
433,23,1.89,0.2
433,24,2.75,0.26
433,25,-0.4,-0.24
434,1,0,0
434,2,0,0
434,3,0,0
434,4,0,0
434,5,0,0
434,6,0,0
434,7,-0.44,-0.28
434,8,-1.15,-1.05
434,9,-1.28,-0.43
434,10,-0.84,-0.79
434,11,-1.13,-1.26
434,12,0.14,-0.15
434,13,-1.17,-1.44
434,14,-0.71,-0.94
434,15,-0.22,0.03
434,16,-0.86,-0.84
434,17,-0.69,-0.46
434,18,-0.53,-0.07
434,19,-0.48,-0.27
434,20,-0.65,-0.59
434,21,-0.7,-0.71
434,22,-0.7,-0.7
434,23,-0.54,-0.48
434,24,-0.53,-0.55
434,25,-0.58,-0.77
435,1,0,0
435,2,0,0
435,3,0,0
435,4,0,0
435,5,0,0
435,6,0,0
435,7,-0.42,-0.39
435,8,-0.21,-0.37
435,9,-0.78,-0.78
435,10,-0.56,-1.1
435,11,-0.46,-1.08
435,12,-0.7,-0.96
435,13,-1.18,-0.81
435,14,-0.89,-0.79
435,15,-0.63,-0.55
435,16,-0.78,-0.59
435,17,-0.38,-0.49
435,18,-0.23,-0.42
435,19,-0.16,-0.35
435,20,0.29,-0.52
435,21,0.59,-0.44
435,22,0.81,-0.41
435,23,0.57,-0.31
435,24,0.53,-0.37
435,25,1.4,-0.2
436,1,0,0
436,2,0,0
436,3,0,0
436,4,0,0
436,5,0,0
436,6,0,0
436,7,-0.41,-0.25
436,8,-0.71,-0.4
436,9,-0.55,-0.32
436,10,-0.52,-0.41
436,11,-0.32,-0.27
436,12,0.5,-0.22
436,13,0.22,0.02
436,14,-0.76,-0.5
436,15,-1.21,-1.0
436,16,-0.76,-0.49
436,17,-0.63,-0.53
436,18,0.3,0.81
436,19,-0.62,-0.54
436,20,-0.64,-0.74
436,21,-0.27,-0.35
436,22,-0.34,-0.31
436,23,-0.28,-0.3
436,24,-0.32,-0.43
436,25,-0.43,-0.51
437,1,0,0
437,2,0,0
437,3,0,0
437,4,0,0
437,5,0,0
437,6,0,0
437,7,1.54,-0.24
437,8,0.47,-0.28
437,9,-0.3,-0.3
437,10,1.03,-0.26
437,11,1.39,-0.28
437,12,-1.01,-0.32
437,13,-0.34,-0.34
437,14,-0.01,-0.36
437,15,1.38,-0.38
437,16,1.1,-0.38
437,17,1.38,-0.37
437,18,2.14,-0.35
437,19,1.33,-0.35
437,20,3.02,-0.32
437,21,1.15,-0.27
437,22,2.28,-0.22
437,23,1.12,-0.28
437,24,0.88,-0.38
437,25,1.46,-0.28
438,1,0,0
438,2,0,0
438,3,0,0
438,4,0,0
438,5,0,0
438,6,0,0
438,7,0,0
438,8,0,0
438,9,0,0
438,10,0,0
438,11,0,0
438,12,-1.0,-0.48
438,13,-0.9,-0.53
438,14,0.2,0.15
438,15,0,-0.74
438,16,-1.57,-0.68
438,17,-1.5,-0.32
438,18,5.0,0.18
438,19,-1.0,-0.49
438,20,0.0,-0.37
438,21,-0.9,-0.6
438,22,-0.87,-0.69
438,23,1.4,-0.46
438,24,-1.0,-0.61
438,25,-2.0,-0.66
439,1,0,0
439,2,0,0
439,3,0,0
439,4,0,0
439,5,0,0
439,6,0,0
439,7,-1.0,0
439,8,35.0,0
439,9,0,0
439,10,-0.6,0
439,11,-0.45,0
439,12,-0.41,0
439,13,-0.48,0
439,14,-0.36,0
439,15,0.18,0
439,16,5.22,0
439,17,17.57,0
439,18,10.67,0
439,19,5.36,0
439,20,2.72,0
439,21,7.11,0
439,22,1.51,0
439,23,2.03,0
439,24,3.21,0
439,25,6.47,0
440,1,0,0
440,2,0,0
440,3,0,0
440,4,0,0
440,5,0,0
440,6,0,0
440,7,0,0
440,8,0,0
440,9,0,0
440,10,0,0
440,11,0,-0.27
440,12,-0.7,-0.29
440,13,0,-0.32
440,14,-0.7,-0.44
440,15,1.43,-0.17
440,16,-0.71,-0.35
440,17,3.55,-0.13
440,18,0.3,-0.13
440,19,-0.7,-0.29
440,20,-1.08,-0.52
440,21,-1.3,-0.69
440,22,-2.44,-0.63
440,23,-0.91,-0.52
440,24,-3.18,-0.5
440,25,-0.54,-0.18
441,1,0,0
441,2,0,0
441,3,0,0
441,4,0,0
441,5,0,0
441,6,0,0
441,7,-0.71,-0.25
441,8,-0.71,-0.4
441,9,-0.82,-0.54
441,10,-1.69,-0.57
441,11,-2.63,-0.6
441,12,-8.54,-0.61
441,13,-0.29,0.06
441,14,-0.14,-0.09
441,15,-0.7,-0.61
441,16,-0.6,-0.4
441,17,-0.13,0.04
441,18,-0.95,-0.51
441,19,-0.63,-0.26
441,20,-0.84,-0.67
441,21,-0.81,-0.71
441,22,-0.85,-0.64
441,23,-0.8,-0.5
441,24,-0.79,-0.68
441,25,-0.74,-0.52
442,1,0,0
442,2,0,0
442,3,-0.5,0
442,4,-0.5,0
442,5,-0.5,0
442,6,-0.5,0
442,7,-0.5,0
442,8,-0.5,0
442,9,-0.5,0
442,10,-0.5,0
442,11,-0.5,-0.27
442,12,-0.51,-0.11
442,13,-0.51,-0.32
442,14,-0.5,0.03
442,15,-0.5,-0.43
442,16,-0.5,-0.35
442,17,-0.5,-0.34
442,18,-0.5,-0.3
442,19,-0.5,-0.23
442,20,-0.51,-0.2
442,21,-0.5,0.84
442,22,-0.5,1.29
442,23,-0.5,-0.36
442,24,-0.5,-0.52
442,25,-0.5,-0.37
443,1,0,0
443,2,0,0
443,3,-0.71,0
443,4,-0.71,0
443,5,-0.71,0
443,6,-0.7,0
443,7,-0.71,0
443,8,-0.71,0
443,9,-0.71,0
443,10,-0.71,0
443,11,-0.71,-0.27
443,12,-0.73,-0.29
443,13,-0.71,-0.14
443,14,-0.73,-0.44
443,15,-0.71,0.34
443,16,-0.71,-0.35
443,17,-0.71,-0.34
443,18,-0.71,-0.27
443,19,-0.71,-0.26
443,20,-0.71,-0.42
443,21,-0.71,-0.65
443,22,-0.71,-0.7
443,23,-0.71,-0.65
443,24,-0.71,-0.6
443,25,-0.71,-0.27
444,1,0,0
444,2,0,0
444,3,-0.58,0
444,4,-0.58,0
444,5,-0.58,0
444,6,-0.58,0
444,7,-0.58,0
444,8,-0.58,0
444,9,-0.58,0
444,10,-0.58,0
444,11,-0.58,-0.51
444,12,-0.59,-0.4
444,13,-0.58,-0.54
444,14,-0.59,-0.42
444,15,-0.58,-0.61
444,16,-0.58,-0.59
444,17,-0.59,-0.98
444,18,-0.58,-0.49
444,19,-0.58,-0.62
444,20,-0.58,-0.55
444,21,-0.58,-0.48
444,22,-0.58,-0.56
444,23,-0.58,-0.54
444,24,-0.58,-0.44
444,25,-0.58,-0.63
445,1,0,0
445,2,0,0
445,3,-0.5,0
445,4,-0.5,0
445,5,-0.5,0
445,6,-0.5,0
445,7,-0.5,0
445,8,-0.5,0
445,9,-0.5,0
445,10,-0.5,0
445,11,-0.5,-0.27
445,12,-0.5,-0.29
445,13,-0.5,0.05
445,14,-0.5,-0.2
445,15,-0.5,-0.43
445,16,-0.5,-0.35
445,17,-0.5,-0.34
445,18,-0.5,-0.18
445,19,-0.5,-0.18
445,20,-0.5,-0.42
445,21,-0.5,-0.65
445,22,-0.5,-0.41
445,23,-0.5,-0.55
445,24,-0.5,-0.52
445,25,-0.5,-0.17
446,1,0,0
446,2,0,0
446,3,-0.41,0
446,4,-0.41,0
446,5,-0.41,0
446,6,-0.4,0
446,7,-0.41,0
446,8,-0.41,0
446,9,-0.41,0
446,10,-0.41,0
446,11,-0.41,-0.27
446,12,-0.41,-0.29
446,13,-0.41,-0.32
446,14,-0.41,-0.2
446,15,-0.41,-0.43
446,16,-0.41,-0.14
446,17,-0.41,-0.34
446,18,-0.41,0.02
446,19,-0.41,-0.28
446,20,-0.41,-0.37
446,21,-0.41,0.3
446,22,-0.41,-0.09
446,23,-0.41,-0.33
446,24,-0.41,-0.03
446,25,-0.41,-0.33
447,1,0,0
447,2,0,0
447,3,0,0
447,4,0,0
447,5,0,0
447,6,0,0
447,7,0,0
447,8,0,0
447,9,0,0
447,10,0,0
447,11,-0.7,-0.27
447,12,-0.7,-0.29
447,13,0,-0.32
447,14,-0.71,-0.44
447,15,-0.71,-0.43
447,16,-0.71,-0.35
447,17,-0.18,0.93
447,18,-0.69,-0.25
447,19,-0.64,-0.13
447,20,-0.55,-0.2
447,21,-0.71,-0.73
447,22,-0.69,-0.74
447,23,-0.71,-0.68
447,24,-0.63,-0.47
447,25,-0.64,-0.45
448,1,0,0
448,2,0,0
448,3,0,0
448,4,0,0
448,5,0,0
448,6,0,0
448,7,34.25,0.94
448,8,26.08,0.56
448,9,2.97,1.7
448,10,0.15,0.68
448,11,5.55,1.2
448,12,3.66,1.3
448,13,5.64,1.71
448,14,14.39,2.56
448,15,11.88,1.97
448,16,7.97,2.25
448,17,12.75,5.18
448,18,20.37,7.87
448,19,32.94,9.74
448,20,36.23,7.33
448,21,78.21,9.12
448,22,37.07,11.47
448,23,24.38,10.87
448,24,30.86,10.64
448,25,32.05,11.53
449,1,0,0
449,2,0,0
449,3,0,0
449,4,0,0
449,5,0,0
449,6,0,0
449,7,4.68,2.2
449,8,-0.52,-0.42
449,9,-0.04,0.51
449,10,16.37,7.09
449,11,0.09,-0.12
449,12,4.89,3.08
449,13,4.76,2.21
449,14,1.65,2.45
449,15,3.01,4.62
449,16,3.47,5.51
449,17,1.9,2.99
449,18,2.57,3.5
449,19,4.42,4.25
449,20,6.46,6.58
449,21,7.27,7.05
449,22,6.8,5.88
449,23,5.31,6.16
449,24,4.27,3.81
449,25,1.74,1.96
450,1,0,0
450,2,0,0
450,3,0,0
450,4,0,0
450,5,0,0
450,6,0,0
450,7,0,0
450,8,0,0
450,9,0,0
450,10,0,0
450,11,0,0
450,12,-0.37,-0.13
450,13,12.8,11.24
450,14,-1.45,-1.12
450,15,-0.3,-0.15
450,16,3.0,0.1
450,17,-0.17,0.09
450,18,-0.49,-0.21
450,19,-0.3,-0.08
450,20,-0.51,-0.3
450,21,-0.14,0.03
450,22,-0.1,-0.13
450,23,-0.52,-0.49
450,24,-0.51,-0.36
450,25,-0.61,-0.57
451,1,0,0
451,2,0,0
451,3,0,0
451,4,0,0
451,5,0,0
451,6,0,0
451,7,0.66,-0.51
451,8,-0.96,-1.05
451,9,-0.38,-0.08
451,10,-0.05,-0.28
451,11,-1.07,-0.55
451,12,-0.9,0.03
451,13,-0.13,0.23
451,14,-1.08,-1.05
451,15,0.04,-0.15
451,16,-0.61,-0.56
451,17,-0.61,-0.44
451,18,-0.75,-0.66
451,19,-0.37,-0.32
451,20,-1.56,-0.45
451,21,-1.82,-0.58
451,22,-1.12,-0.47
451,23,-0.82,-0.39
451,24,-0.98,-0.33
451,25,-0.84,-0.1
452,1,0,0
452,2,0,0
452,3,0,0
452,4,0,0
452,5,0,0
452,6,0,0
452,7,5.51,1.51
452,8,2.87,0.79
452,9,5.58,1.25
452,10,6.53,1.98
452,11,2.09,1.69
452,12,-0.44,-0.29
452,13,3.15,1.5
452,14,0.74,0.95
452,15,2.77,1.78
452,16,0.18,-0.08
452,17,1.63,-0.05
452,18,2.19,-0.49
452,19,-2.87,-0.6
452,20,2.19,-0.13
452,21,1.63,0.07
452,22,1.98,0.48
452,23,4.31,1.61
452,24,3.25,0.74
452,25,3.74,1.2
453,1,0,0
453,2,0,0
453,3,0,0
453,4,0,0
453,5,0,0
453,6,0,0
453,7,32.0,-0.1
453,8,1.6,-0.24
453,9,3.6,-0.16
453,10,3.59,-0.09
453,11,4.1,-0.17
453,12,1.73,-0.18
453,13,5.74,-0.15
453,14,7.81,-0.1
453,15,8.66,0.24
453,16,18.57,0.52
453,17,4.69,0.77
453,18,6.19,1.0
453,19,0.52,0.3
453,20,0.34,0.3
453,21,-0.71,-0.25
453,22,-0.61,-0.26
453,23,-0.52,-0.28
453,24,-0.58,-0.38
453,25,0.82,-0.26
454,1,0,0
454,2,0,0
454,3,0,0
454,4,0,0
454,5,0,0
454,6,0,0
454,7,-0.83,-0.34
454,8,-1.09,-0.41
454,9,-0.26,-0.19
454,10,0.16,-0.11
454,11,-0.46,-0.45
454,12,-0.7,-0.09
454,13,-0.85,-0.56
454,14,0.21,-0.2
454,15,-0.82,-0.3
454,16,-1.43,-0.4
454,17,-0.3,-0.27
454,18,-1.22,-0.42
454,19,-0.67,-0.22
454,20,-0.66,-0.09
454,21,-0.78,-0.06
454,22,-0.88,0.04
454,23,-0.57,-0.04
454,24,-0.09,0.33
454,25,-0.32,0.03
455,1,0,0
455,2,0,0
455,3,0,0
455,4,0,0
455,5,0,0
455,6,0,0
455,7,0,-0.2
455,8,-0.46,-0.3
455,9,0,-0.3
455,10,-0.88,-0.87
455,11,-0.86,-0.54
455,12,0.71,1.58
455,13,-0.16,-0.08
455,14,-1.18,-0.62
455,15,-0.79,-0.43
455,16,-0.79,-0.61
455,17,-0.69,-0.59
455,18,-0.55,-0.46
455,19,-0.52,-0.38
455,20,-0.5,-0.28
455,21,-0.47,-0.15
455,22,-0.62,-0.27
455,23,-0.65,-0.41
455,24,-0.55,-0.18
455,25,-0.57,-0.22
456,1,0,0
456,2,0,0
456,3,0,0
456,4,0,0
456,5,0,0
456,6,0,0
456,7,-0.6,0
456,8,0,-1.0
456,9,-2.5,-2.33
456,10,-1.77,-0.43
456,11,-1.84,-1.0
456,12,0,-1.0
456,13,-6.0,-0.9
456,14,-14.33,-1.08
456,15,-4.91,-1.25
456,16,-1.94,-0.98
456,17,-8.92,-1.23
456,18,-7.63,-1.15
456,19,-4.74,-1.09
456,20,-2.81,-1.1
456,21,-2.08,-1.18
456,22,-2.71,-1.21
456,23,-4.8,-1.14
456,24,-4.98,-1.15
456,25,-4.13,-1.08
457,1,0,0
457,2,0,0
457,3,0,0
457,4,0,0
457,5,0,0
457,6,0,0
457,7,-0.49,-0.42
457,8,-0.41,-0.47
457,9,-0.46,-0.47
457,10,-0.36,0.29
457,11,-0.47,-0.21
457,12,-0.29,-0.26
457,13,-0.51,-0.29
457,14,-0.53,-0.35
457,15,-0.52,-0.29
457,16,-0.83,-0.36
457,17,-0.39,-0.22
457,18,-0.19,-0.18
457,19,-0.42,-0.33
457,20,-0.66,-0.55
457,21,-0.63,-0.55
457,22,-0.48,-0.27
457,23,-0.46,-0.37
457,24,-0.37,-0.53
457,25,-0.22,-0.48
458,1,0,0
458,2,0,0
458,3,0,0
458,4,0,0
458,5,0,0
458,6,0,0
458,7,1.09,-0.17
458,8,0.16,-0.18
458,9,-0.63,-0.21
458,10,-0.27,-0.16
458,11,1.59,-0.14
458,12,-1.69,-0.27
458,13,-1.86,-0.26
458,14,-0.76,-0.27
458,15,-0.55,-0.33
458,16,-0.77,-0.37
458,17,-0.63,-0.41
458,18,-0.43,-0.44
458,19,-0.31,-0.42
458,20,-0.11,-0.42
458,21,-0.82,-0.49
458,22,-0.85,-0.54
458,23,-0.55,-0.52
458,24,-1.02,-0.52
458,25,-1.16,-0.55
459,1,0,0
459,2,0,0
459,3,0,0
459,4,0,0
459,5,0,0
459,6,0,0
459,7,-0.34,-0.29
459,8,-1.09,-0.41
459,9,-0.64,-0.72
459,10,-1.74,-1.05
459,11,0.39,-0.76
459,12,-1.16,-0.9
459,13,-0.11,-0.48
459,14,0.72,-0.45
459,15,-0.74,-0.57
459,16,-0.57,-0.54
459,17,-0.61,-0.6
459,18,-0.63,-0.54
459,19,-0.53,-0.39
459,20,-0.81,-0.71
459,21,-0.68,-0.68
459,22,-0.83,-0.65
459,23,-0.65,-0.62
459,24,-0.92,-0.71
459,25,-1.08,-0.62
460,1,0,0
460,2,0,0
460,3,0,0
460,4,0,0
460,5,0,0
460,6,0,0
460,7,-0.49,-0.29
460,8,-0.28,-0.23
460,9,-0.66,-0.52
460,10,-0.3,-0.67
460,11,-0.66,-0.45
460,12,0.36,0.18
460,13,0.7,0.1
460,14,0.92,0.18
460,15,-0.24,-0.06
460,16,-0.6,-0.44
460,17,-1.14,-0.56
460,18,7.06,0.1
460,19,2.01,-0.17
460,20,-0.59,-0.65
460,21,-0.17,-0.41
460,22,0.43,-0.41
460,23,-0.52,-0.45
460,24,-0.34,-0.46
460,25,-0.13,-0.38
461,1,0,0
461,2,0,0
461,3,0,0
461,4,0,0
461,5,0,0
461,6,0,0
461,7,3.27,-0.1
461,8,0.08,2.06
461,9,2.47,2.92
461,10,1.22,1.22
461,11,-0.14,-0.31
461,12,1.58,2.24
461,13,1.21,2.2
461,14,1.15,0.97
461,15,1.04,1.36
461,16,2.92,2.87
461,17,3.36,1.7
461,18,1.21,-0.2
461,19,0.98,-0.16
461,20,2.06,0.43
461,21,2.35,0.66
461,22,3.97,2.2
461,23,5.94,1.73
461,24,3.03,1.75
461,25,1.37,0.57
462,1,0,0
462,2,0,0
462,3,0,0
462,4,0,0
462,5,0,0
462,6,0,0
462,7,-0.5,0
462,8,1.98,-0.34
462,9,5.93,-0.21
462,10,0.07,-0.16
462,11,0.83,0.15
462,12,2.27,-0.3
462,13,1.59,-0.44
462,14,7.01,0.03
462,15,3.62,0.05
462,16,11.72,0.15
462,17,13.39,0.0
462,18,3.75,0.02
462,19,1.89,-0.27
462,20,1.34,-0.29
462,21,0.37,-0.21
462,22,0.71,-0.13
462,23,0.1,-0.32
462,24,0.44,-0.49
462,25,-0.38,-0.68
463,1,0,0
463,2,0,0
463,3,0,0
463,4,0,0
463,5,0,0
463,6,0,0
463,7,-0.92,-0.35
463,8,-0.52,-0.31
463,9,-0.78,-0.42
463,10,1.21,-0.39
463,11,-0.41,-0.43
463,12,-0.58,-0.78
463,13,-0.69,-0.72
463,14,-0.33,-0.23
463,15,-0.7,-0.58
463,16,-0.48,-0.15
463,17,-0.81,-0.39
463,18,-0.52,0.0
463,19,-0.78,-0.26
463,20,-0.78,-0.27
463,21,-0.77,-0.21
463,22,-0.76,-0.25
463,23,-0.71,-0.13
463,24,-0.75,-0.24
463,25,-0.79,-0.52
464,1,0,0
464,2,0,0
464,3,-0.5,0
464,4,-0.5,0
464,5,-0.5,0
464,6,-0.5,0
464,7,-0.5,0
464,8,-0.53,0
464,9,-0.54,0
464,10,-0.5,0
464,11,-0.5,0
464,12,-0.51,-0.3
464,13,-0.51,-0.19
464,14,-0.49,3.27
464,15,-0.5,-0.15
464,16,-0.5,-0.29
464,17,-0.51,-0.65
464,18,-0.51,-0.62
464,19,-0.52,-0.49
464,20,-0.51,-0.44
464,21,-0.51,-0.64
464,22,-0.51,-0.73
464,23,-0.51,-0.67
464,24,-0.51,-0.26
464,25,-0.51,-0.21
465,1,0,0
465,2,0,0
465,3,0,0
465,4,0,0
465,5,0,0
465,6,0,0
465,7,0,0
465,8,0.87,0.94
465,9,-0.78,-0.69
465,10,-0.43,-0.06
465,11,-0.92,-0.67
465,12,-0.14,0.12
465,13,-0.74,-0.73
465,14,-1.38,-0.97
465,15,-0.89,-0.64
465,16,-0.67,-0.55
465,17,-0.64,-0.46
465,18,-0.57,-0.45
465,19,-0.03,0.08
465,20,0.3,0.5
465,21,0.07,0.32
465,22,-0.06,0.21
465,23,-0.25,0.07
465,24,-1.11,-0.88
465,25,-0.97,-0.74
466,1,0,0
466,2,0,0
466,3,0,0
466,4,0,0
466,5,0,0
466,6,0,0
466,7,-0.5,-0.26
466,8,-0.63,-0.32
466,9,-0.48,-0.28
466,10,-1.03,-0.35
466,11,-0.65,-0.34
466,12,-0.78,-0.42
466,13,-0.85,-0.4
466,14,-0.77,-0.38
466,15,-0.68,-0.44
466,16,-0.93,-0.47
466,17,-0.62,-0.5
466,18,-0.54,-0.52
466,19,-0.68,-0.53
466,20,-0.62,-0.5
466,21,-0.49,-0.41
466,22,-0.46,-0.4
466,23,-0.54,-0.49
466,24,-0.54,-0.49
466,25,-0.38,-0.25
467,1,0,0
467,2,0,0
467,3,0,0
467,4,0,0
467,5,0,0
467,6,0,0
467,7,0.64,0.24
467,8,-0.28,0.08
467,9,-0.51,-0.19
467,10,0.52,-0.06
467,11,-0.85,-0.29
467,12,-1.12,-0.41
467,13,-1.22,-0.38
467,14,-0.86,-0.27
467,15,-0.5,-0.3
467,16,-0.09,-0.17
467,17,1.16,-0.03
467,18,0.44,-0.02
467,19,0.11,-0.05
467,20,-0.53,-0.22
467,21,-0.53,-0.19
467,22,-0.48,-0.14
467,23,-0.66,-0.26
467,24,-0.46,-0.23
